CBSA Code,CBSA Title,Metropolitan/Micropolitan Statistical Area,Principal City Name,State,State Name,FIPS State Code,FIPS Place Code,Latitude,Longitude,Population,Population (2010),10 Year Population Growth,Population Density,Migration Rate Since Previous Year,Mean Travel Time,Public Transit,Bicycle,Walkability,Public Transit+Bicycle+Walkability,Per Capita Income,Median Household Income,Poverty Rate,Median Property Value,Employed Population,Employment Rate,Median Gross Rent,Median Owner Cost With Mortgage,Median Owner Cost Without Mortgage,Owner-Occupied Housing Unit Rate,Median Age,Population 0-9,Population 10-19,Population 20-29,Population 30-39,Population 40-49,Population 50-59,Population 60-69,Population 70-79,Population Over 80,Population Under 18,Population 18-64,Population Over 65,Percent Under 18,Percent 18-64,Percent Over 65,Percent 0-9,Percent 10-19,Percent 20-29,Percent 30-39,Percent 40-49,Percent 50-59,Percent 60-69,Percent 70-79,Percent Over 80,Age Diversity Index,Percent Under 30,Percent 10-29,Percent 18-29,High School Or Higher,Bachelor Or Higher,Postgrad Degree,Population White,Population Black,Population Native,Population Asian,Population Islander,Population Other,Population Two+,Population Hispanic,Race Diversity Index,Total Crime Rate,Violent Crime Rate,Property Crime Rate,Number of Events,Number of Events per Capita,Live Event Music Rate (LMER)
46100,"Tullahoma-Manchester, TN",Micropolitan Statistical Area,Manchester,TN,Tennessee,47,45500,35.4817432,-86.0885993,10721,10102.0,619.0,751.6,18.61,23.26,0.13,0.0,0.55,0.68,25793.0,50009.0,12.3,129700.0,4922,0.45909896464882,709.0,1010.0,417.0,52.0,35.2,1256.0,1625.0,1601.0,1465.0,1100.0,1201.0,1443.0,607.0,423.0,2467.0,6571.0,1683.0,23.01,61.29,15.7,11.72,15.16,14.93,13.66,10.26,11.2,13.46,5.66,3.95,0.123544790041027,41.81,30.09,18.8,83.23,20.57,8.37,9052.0,462.0,9.0,98.0,10.0,176.0,504.0,410.0,0.7187412902839594,3804.0,673.0,3131.0,433,0.04038802350527,0.04038802350527
15540,"Burlington-South Burlington, VT",Metropolitan Statistical Area,South Burlington,VT,Vermont,50,66175,44.4669941,-73.1709604,19162,17904.0,1258.0,1161.9,16.31,17.49,2.31,1.63,3.43,7.37,43692.0,73065.0,6.63,307500.0,10843,0.5658595136207076,1401.0,1858.0,865.0,60.0,41.7,1643.0,1944.0,2832.0,2794.0,2473.0,2789.0,2000.0,1409.0,1278.0,3291.0,12335.0,3536.0,17.17,64.37,18.45,8.57,10.15,14.78,14.58,12.91,14.55,10.44,7.35,6.67,0.1192900379891679,33.5,24.93,16.33,95.65,55.71,20.89,16779.0,225.0,101.0,966.0,0.0,0.0,385.0,706.0,0.7712004171486936,3255.0,168.0,3088.0,687,0.0358522074939985,0.0358522074939985
41620,"Salt Lake City, UT",Metropolitan Statistical Area,Salt Lake City,UT,Utah,49,67000,40.7596198,-111.8867975,200546,186440.0,14106.0,1811.6,21.1,19.78,8.04,1.82,4.28,14.14,39695.0,63971.0,14.41,378300.0,111484,0.5559023864848962,985.0,1601.0,491.0,48.1,32.9,21671.0,20620.0,46284.0,35035.0,22477.0,20474.0,18266.0,9450.0,6269.0,36652.0,141011.0,22883.0,18.28,70.31,11.41,10.81,10.28,23.08,17.47,11.21,10.21,9.11,4.71,3.13,0.1405056414194639,44.17,33.36,25.89,90.0,47.15,21.05,127582.0,4855.0,3360.0,13357.0,6365.0,177.0,5097.0,39753.0,0.4509631716707611,8275.0,922.0,7352.0,4670,0.0232864280514196,0.0232864280514196
44460,"Steamboat Springs, CO",Micropolitan Statistical Area,Steamboat Springs,CO,Colorado,8,73825,40.4848003,-106.8317359,12928,12088.0,840.0,1307.7,15.32,16.34,4.25,6.9,6.19,17.34,46626.0,77419.0,12.18,584200.0,7808,0.6039603960396039,1374.0,2070.0,554.0,66.6,37.0,1094.0,1277.0,2348.0,2355.0,1512.0,1939.0,1401.0,651.0,351.0,2154.0,9124.0,1650.0,16.66,70.58,12.76,8.46,9.88,18.16,18.22,11.7,15.0,10.84,5.04,2.72,0.1342113429984214,36.5,28.04,19.84,96.43,56.35,18.24,11239.0,196.0,16.0,215.0,0.0,39.0,40.0,1183.0,0.7646571580167996,1469.0,150.0,1319.0,253,0.0195699257425742,0.0195699257425742
11700,"Asheville, NC",Metropolitan Statistical Area,Asheville,NC,North Carolina,37,2140,35.6009498,-82.5540161,92859,83393.0,9466.0,2037.6,18.87,17.9,1.12,0.7,3.94,5.76,32635.0,52339.0,15.4,329500.0,48494,0.5222326322704315,1043.0,1457.0,493.0,48.2,39.0,10401.0,10965.0,10300.0,16233.0,15299.0,9027.0,8854.0,6758.0,5022.0,18581.0,58318.0,15960.0,20.01,62.8,17.19,11.2,11.81,11.09,17.48,16.48,9.72,9.53,7.28,5.41,0.1232502376330218,34.099999999999994,22.9,14.089999999999993,91.65,48.91,17.36,71363.0,10284.0,384.0,1517.0,239.0,47.0,1532.0,6194.0,0.6252509590067735,6550.0,810.0,5741.0,1790,0.0192765375461721,0.0192765375461721
42100,"Santa Cruz-Watsonville, CA",Metropolitan Statistical Area,Santa Cruz,CA,California,6,69112,37.050096,-121.9905908,64605,59946.0,4659.0,5070.9,28.12,23.55,6.99,7.58,11.93,26.5,42348.0,90855.0,17.54,945600.0,33258,0.514789876944509,1889.0,2886.0,649.0,47.0,26.7,4216.0,12664.0,18084.0,7564.0,6879.0,5681.0,4597.0,3692.0,1228.0,8869.0,49223.0,6513.0,13.73,76.19,10.08,6.53,19.6,27.99,11.71,10.65,8.79,7.12,5.71,1.9,0.1624915608691446,54.120000000000005,47.59,40.39,94.8,54.86,25.94,36609.0,894.0,86.0,6386.0,0.0,380.0,3687.0,16563.0,0.4000758729322527,3913.0,475.0,3438.0,1214,0.0187911152387586,0.0187911152387586
28580,"Key West, FL",Micropolitan Statistical Area,Key West,FL,Florida,12,36550,24.5625566,-81.7724368,24843,24649.0,194.0,4444.1,22.25,13.23,0.66,15.29,7.33,23.28,44387.0,69630.0,11.26,611400.0,13970,0.5623314414523206,1816.0,2949.0,860.0,40.7,40.9,2255.0,1926.0,3305.0,4411.0,3567.0,3554.0,2909.0,1940.0,976.0,3775.0,16857.0,4211.0,15.2,67.85,16.95,9.08,7.75,13.3,17.76,14.36,14.31,11.71,7.81,3.93,0.1258729489092637,30.13,21.05,14.93,91.72,35.64,14.66,14799.0,3331.0,22.0,497.0,0.0,0.0,298.0,5896.0,0.4296853526030275,2311.0,441.0,1870.0,426,0.0171476874773578,0.0171476874773578
15540,"Burlington-South Burlington, VT",Metropolitan Statistical Area,Burlington,VT,Vermont,50,10675,44.4761601,-73.212906,42545,42417.0,128.0,4128.0,35.1,18.64,5.34,5.54,22.21,33.09,28480.0,51394.0,26.42,284500.0,23990,0.5638735456575391,1213.0,1884.0,802.0,35.8,26.8,2656.0,7279.0,14048.0,4903.0,3484.0,3447.0,3373.0,2056.0,1299.0,5017.0,32464.0,5064.0,11.79,76.31,11.9,6.24,17.11,33.02,11.52,8.19,8.1,7.93,4.83,3.05,0.1782800712172068,56.370000000000005,50.13,44.580000000000005,92.23,53.26,21.57,35270.0,2327.0,66.0,2461.0,12.0,61.0,1028.0,1320.0,0.6951299679108875,2760.0,352.0,2408.0,716,0.0168292396286285,0.0168292396286285
27060,"Ithaca, NY",Metropolitan Statistical Area,Ithaca,NY,New York,36,38077,42.4396039,-76.4968019,30569,30014.0,555.0,5672.6,41.53,17.63,12.84,3.2,36.12,52.16,22600.0,34424.0,39.19,239100.0,14282,0.4672053387418626,1203.0,1903.0,766.0,25.8,21.9,1115.0,7281.0,13261.0,2650.0,1868.0,1754.0,1244.0,737.0,659.0,2416.0,26153.0,2000.0,7.9,85.55,6.54,3.65,23.82,43.38,8.67,6.11,5.74,4.07,2.41,2.16,0.2634679141406184,70.85,67.2,62.95,94.76,66.95,40.01,19687.0,1608.0,65.0,5251.0,0.0,209.0,1758.0,1991.0,0.4546163595609947,4058.0,317.0,3741.0,502,0.016421865288364,0.016421865288364
41860,"San Francisco-Oakland-Berkeley, CA",Metropolitan Statistical Area,Berkeley,CA,California,6,6000,37.8753497,-122.23963364918777,121353,112580.0,8773.0,11586.2,27.04,34.33,28.44,6.17,12.27,46.88,52932.0,95360.0,18.73,1168300.0,63322,0.5218000379059439,1722.0,3343.0,889.0,42.9,31.5,7305.0,17948.0,31838.0,17202.0,11738.0,10467.0,12317.0,9592.0,2946.0,14319.0,88163.0,18871.0,11.8,72.65,15.55,6.02,14.79,26.24,14.18,9.67,8.63,10.15,7.9,2.43,0.1483504241267378,47.05,41.03,35.25,96.39,76.54,41.32,65147.0,6843.0,271.0,27038.0,56.0,314.0,6815.0,14869.0,0.3591907322574381,4963.0,439.0,4524.0,1960,0.0161512282349838,0.0161512282349838
23240,"Fredericksburg, TX",Micropolitan Statistical Area,Fredericksburg,TX,Texas,48,27348,30.2752011,-98.8719843,11245,10530.0,715.0,1241.4,16.86,16.0,0.48,0.94,5.07,6.49,33577.0,50497.0,9.8,275500.0,5525,0.4913294797687861,964.0,1567.0,592.0,60.4,47.2,1078.0,1387.0,1057.0,1140.0,1279.0,1013.0,1545.0,1766.0,980.0,2288.0,5683.0,3274.0,20.35,50.54,29.12,9.59,12.33,9.4,10.14,11.37,9.01,13.74,15.7,8.71,0.1156262975647186,31.32,21.73,10.97,88.66,33.12,11.14,8103.0,13.0,0.0,2.0,0.0,0.0,120.0,3007.0,0.5908312781885431,1026.0,69.0,957.0,177,0.0157403290351267,0.0157403290351267
19740,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,Denver,CO,Colorado,8,20000,39.7392364,-104.9848623,727211,600158.0,127053.0,4744.0,18.92,27.11,7.62,2.36,5.5,15.48,47802.0,75646.0,11.7,447500.0,428227,0.588862104671134,1311.0,1805.0,492.0,49.9,34.7,77735.0,75626.0,130695.0,151974.0,95424.0,73053.0,65095.0,35569.0,22040.0,138624.0,501835.0,86752.0,19.06,69.01,11.93,10.69,10.4,17.97,20.9,13.12,10.05,8.95,4.89,3.03,0.1368466805895903,39.06,28.37,20.000000000000004,91.19,53.1,20.48,398158.0,61605.0,2793.0,26237.0,505.0,1405.0,23525.0,212983.0,0.3950907027380069,5507.0,858.0,4649.0,11300,0.0155388188572505,0.0155388188572505
35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,New Orleans,LA,Louisiana,22,55000,29.9759983,-90.0782127,390144,343829.0,46315.0,2302.6,13.82,23.2,5.05,2.63,6.18,13.86,34034.0,45615.0,23.17,242900.0,188427,0.4829678272637795,998.0,1714.0,514.0,48.3,38.3,41158.0,45308.0,55430.0,65201.0,48332.0,46558.0,49066.0,26480.0,12611.0,77134.0,252426.0,60584.0,19.77,64.7,15.53,10.55,11.61,14.21,16.71,12.39,11.93,12.58,6.79,3.23,0.123783911688405,36.370000000000005,25.82,16.600000000000005,87.61,39.66,18.01,119760.0,228166.0,849.0,11008.0,29.0,1613.0,7236.0,21483.0,0.4404395923661694,5864.0,1324.0,4540.0,5904,0.015132874015748,0.015132874015748
40060,"Richmond, VA",Metropolitan Statistical Area,Richmond,VA,Virginia,51,67000,37.5385087,-77.43428,230436,204214.0,26222.0,3845.5,25.31,22.65,6.5,1.21,4.43,12.14,36434.0,51285.0,18.89,249500.0,116615,0.5060624208023052,1025.0,1555.0,586.0,42.6,34.2,25456.0,22389.0,46554.0,40826.0,23033.0,25788.0,24996.0,14527.0,6867.0,39231.0,159549.0,31656.0,17.02,69.24,13.74,11.05,9.72,20.2,17.72,10.0,11.19,10.85,6.3,2.98,0.1329857320646794,40.97,29.92,23.95,84.62,39.31,15.6,96610.0,103530.0,316.0,4673.0,0.0,791.0,7711.0,16805.0,0.3844812198962197,3270.0,349.0,2921.0,3401,0.014758978631811,0.014758978631811
27980,"Kahului-Wailuku-Lahaina, HI",Metropolitan Statistical Area,Lahaina,HI,Hawaii,15,42950,20.88717735,-156.6748023632949,12776,11704.0,1072.0,1641.7,18.45,15.77,2.66,1.91,6.26,10.83,28389.0,75850.0,9.83,686800.0,6879,0.5384314339386349,1333.0,2537.0,503.0,43.7,36.9,1731.0,1778.0,1518.0,1962.0,1626.0,1743.0,1335.0,759.0,324.0,3210.0,7742.0,1824.0,25.13,60.6,14.28,13.55,13.92,11.88,15.36,12.73,13.64,10.45,5.94,2.54,0.1252583672664131,39.35,25.8,14.220000000000002,91.12,17.79,4.77,2779.0,15.0,0.0,4850.0,1009.0,22.0,2330.0,1771.0,0.2500817702468057,2694.0,257.0,2438.0,180,0.0140889167188478,0.0140889167188478
40860,"Rutland, VT",Micropolitan Statistical Area,Rutland,VT,Vermont,50,61225,43.6063341,-72.9802745,15398,16495.0,-1097.0,2041.4,10.1,18.28,2.65,0.0,7.36,10.01,30235.0,48212.0,12.56,153300.0,7907,0.5135082478243927,780.0,1431.0,654.0,55.0,45.5,1368.0,1449.0,2059.0,1821.0,1758.0,2304.0,2587.0,1127.0,925.0,2464.0,9641.0,3293.0,16.0,62.61,21.39,8.88,9.41,13.37,11.83,11.42,14.96,16.8,7.32,6.01,0.1211746572843774,31.66,22.78,15.659999999999997,91.02,28.38,8.88,14423.0,249.0,3.0,261.0,0.0,8.0,176.0,278.0,0.8783674102731767,2451.0,295.0,2157.0,204,0.0132484738277698,0.0132484738277698
12100,"Atlantic City-Hammonton, NJ",Metropolitan Statistical Area,Atlantic City,NJ,New Jersey,34,2080,39.3642852,-74.4229351,37999,39558.0,-1559.0,3531.4,18.75,22.06,23.15,1.14,18.55,42.84,20380.0,29232.0,37.08,156700.0,15432,0.4061159504197479,904.0,1955.0,949.0,27.2,36.4,5334.0,4546.0,5940.0,4596.0,4679.0,4929.0,4161.0,2586.0,1228.0,9294.0,23017.0,5688.0,24.46,60.57,14.97,14.04,11.96,15.63,12.1,12.31,12.97,10.95,6.81,3.23,0.1227132001796357,41.63,27.590000000000003,17.17,73.66,16.23,5.38,5914.0,12798.0,125.0,6261.0,0.0,36.0,1059.0,11806.0,0.2621026587111411,3521.0,823.0,2698.0,502,0.0132108739703676,0.0132108739703676
39940,"Rexburg, ID",Micropolitan Statistical Area,Rexburg,ID,Idaho,16,67420,43.8235163,-111.7870222,28414,25484.0,2930.0,2838.6,44.71,12.39,0.3,1.39,10.71,12.4,14833.0,31128.0,39.33,211700.0,13895,0.4890194974308439,717.0,1213.0,391.0,31.9,23.2,4540.0,4703.0,12084.0,2304.0,1530.0,1205.0,960.0,586.0,502.0,6920.0,20002.0,1492.0,24.35,70.39,5.25,15.98,16.55,42.53,8.11,5.38,4.24,3.38,2.06,1.77,0.2469170440781824,75.06,59.08,50.71,96.82,40.07,11.93,24527.0,53.0,53.0,591.0,35.0,85.0,701.0,2369.0,0.753117682867188,368.0,30.0,338.0,375,0.0131977194340817,0.0131977194340817
14460,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,Cambridge,MA,Massachusetts,25,11000,42.3750997,-71.1056157,118925,105162.0,13763.0,18601.0,25.25,26.76,29.1,8.73,23.55,61.38,63820.0,119540.0,11.55,869900.0,70348,0.5915324784528064,2221.0,2732.0,858.0,34.8,29.7,10085.0,12771.0,37285.0,19903.0,12746.0,9687.0,8044.0,5349.0,3055.0,15872.0,90590.0,12463.0,13.35,76.17,10.48,8.48,10.74,31.35,16.74,10.72,8.15,6.76,4.5,2.57,0.1703973957728611,50.57,42.09,37.22,95.78,79.73,50.28,68642.0,13026.0,0.0,20546.0,53.0,395.0,5214.0,11049.0,0.3855498064287707,2119.0,284.0,1834.0,1569,0.0131931889846541,0.0131931889846541
38860,"Portland-South Portland, ME",Metropolitan Statistical Area,Portland,ME,Maine,23,60545,43.6610277,-70.2548596,66218,66194.0,24.0,3070.1,22.06,19.3,2.5,2.19,13.08,17.77,42243.0,61779.0,12.0,334200.0,39851,0.6018152164064152,1124.0,1830.0,735.0,45.1,37.2,4170.0,4669.0,15045.0,11178.0,7398.0,8479.0,7009.0,5410.0,2860.0,7881.0,46415.0,11922.0,11.9,70.09,18.0,6.3,7.05,22.72,16.88,11.17,12.8,10.58,8.17,4.32,0.1376631671664064,36.07,29.77,24.17,90.77,57.4,21.26,54786.0,5530.0,107.0,2309.0,31.0,91.0,1748.0,1993.0,0.6864753756607842,1921.0,195.0,1726.0,778,0.0117490712495091,0.0117490712495091
34900,"Napa, CA",Metropolitan Statistical Area,Napa,CA,California,6,50258,38.297539,-122.286865,78130,76915.0,1215.0,4351.1,11.08,22.86,1.81,1.29,2.6,5.7,44390.0,88310.0,6.11,663800.0,41580,0.53218993984385,1700.0,2520.0,628.0,58.3,40.5,7589.0,10532.0,8881.0,11451.0,9849.0,10096.0,10213.0,6668.0,2851.0,16313.0,46745.0,15072.0,20.88,59.83,19.29,9.71,13.48,11.37,14.66,12.61,12.92,13.07,8.53,3.65,0.1202878231705316,34.56,24.85,13.680000000000003,85.01,35.35,13.33,41208.0,472.0,128.0,1821.0,62.0,214.0,1649.0,32576.0,0.4530540375767037,2028.0,341.0,1687.0,883,0.0113016766926916,0.0113016766926916
29540,"Lancaster, PA",Metropolitan Statistical Area,Lancaster,PA,Pennsylvania,42,41216,40.03813,-76.3056686,59433,59322.0,111.0,8223.4,21.0,20.98,4.9,0.75,13.27,18.92,22295.0,45514.0,23.91,114600.0,29615,0.4982921945720391,866.0,1163.0,494.0,43.4,32.0,7634.0,8912.0,11102.0,9090.0,6987.0,6986.0,4826.0,2658.0,1238.0,13829.0,39763.0,5841.0,23.27,66.9,9.83,12.84,15.0,18.68,15.29,11.76,11.75,8.12,4.47,2.08,0.1339199553426943,46.52,33.68,23.25,78.45,22.87,8.42,23862.0,7750.0,12.0,2605.0,63.0,50.0,2306.0,22785.0,0.3285933306566726,3225.0,618.0,2607.0,670,0.011273198391466,0.011273198391466
19300,"Daphne-Fairhope-Foley, AL",Metropolitan Statistical Area,Gulf Shores,AL,Alabama,1,32272,30.2711224,-87.6893826,12267,9741.0,2526.0,435.4,13.52,23.88,0.0,0.63,0.0,0.63,37108.0,53476.0,5.93,243100.0,6419,0.5232738240808674,1086.0,1380.0,497.0,56.0,49.6,663.0,1377.0,1400.0,853.0,1937.0,2286.0,1996.0,1434.0,321.0,1770.0,7587.0,2910.0,14.43,61.85,23.72,5.4,11.23,11.41,6.95,15.79,18.64,16.27,11.69,2.62,0.1337982086200921,28.040000000000003,22.64,13.610000000000005,96.14,35.21,14.08,11769.0,35.0,0.0,108.0,0.0,0.0,0.0,355.0,0.9213713819630192,4337.0,200.0,4137.0,136,0.0110866552539333,0.0110866552539333
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,Miami Beach,FL,Florida,12,45025,25.7929198,-80.1353006,88885,87779.0,1106.0,11555.3,27.7,27.49,9.74,8.32,11.79,29.85,52731.0,52816.0,14.39,452800.0,51825,0.5830567587331946,1396.0,2838.0,1040.0,36.6,40.5,8390.0,7072.0,10967.0,16667.0,14153.0,13040.0,9094.0,5761.0,3741.0,14540.0,60117.0,14228.0,16.36,67.63,16.01,9.44,7.96,12.34,18.75,15.92,14.67,10.23,6.48,4.21,0.1289311196753274,29.74,20.3,13.38,86.78,45.28,19.44,26910.0,2730.0,0.0,3659.0,0.0,581.0,704.0,54301.0,0.4676100911431886,6490.0,750.0,5739.0,964,0.0108454744895089,0.0108454744895089
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Washington,DC,District of Columbia,11,50000,38.8950368,-77.0365427,705749,601723.0,104026.0,11544.0,19.18,31.66,34.15,4.02,13.43,51.6,59808.0,92266.0,13.45,646500.0,387826,0.5495239809053927,1541.0,2569.0,688.0,41.6,34.3,80821.0,69572.0,132687.0,143083.0,86216.0,73363.0,63348.0,34692.0,21967.0,127901.0,490311.0,87537.0,18.12,69.47,12.4,11.45,9.86,18.8,20.27,12.22,10.4,8.98,4.92,3.11,0.1364528365597561,40.11,28.66,21.99,91.85,59.67,33.97,263153.0,311575.0,1668.0,28346.0,90.0,2427.0,19013.0,79477.0,0.3489754868338883,4389.0,958.0,3431.0,7519,0.0106539293714904,0.0106539293714904
12420,"Austin-Round Rock-Georgetown, TX",Metropolitan Statistical Area,Austin,TX,Texas,48,5000,30.2711286,-97.7436995,979263,790390.0,188873.0,3060.8,22.09,24.52,3.49,1.29,2.41,7.19,46217.0,75413.0,12.16,378300.0,577370,0.5895964618289469,1280.0,2031.0,806.0,45.1,33.9,109856.0,109232.0,186197.0,193634.0,136781.0,103221.0,81868.0,36874.0,21600.0,191066.0,694758.0,93439.0,19.51,70.95,9.54,11.22,11.15,19.01,19.77,13.97,10.54,8.36,3.77,2.21,0.1397924532707713,41.38,30.160000000000004,21.87,89.98,55.05,21.12,459086.0,70618.0,1776.0,71576.0,234.0,1875.0,23184.0,322458.0,0.3599342217672464,4098.0,467.0,3631.0,10308,0.0105262835418064,0.0105262835418064
24860,"Greenville-Anderson, SC",Metropolitan Statistical Area,Greenville,SC,South Carolina,45,30850,34.851354,-82.3984882,70633,58409.0,12224.0,2383.1,26.96,19.54,1.18,0.49,3.95,5.62,45750.0,59278.0,13.31,321900.0,37006,0.5239194144380106,984.0,1579.0,450.0,44.1,35.4,6292.0,6648.0,16618.0,9132.0,8522.0,8780.0,6950.0,5167.0,2524.0,10985.0,49199.0,10449.0,15.55,69.65,14.79,8.91,9.41,23.53,12.93,12.07,12.43,9.84,7.32,3.57,0.1351686676415988,41.85,32.94,26.3,89.52,52.89,21.73,45573.0,15593.0,110.0,1595.0,404.0,121.0,1027.0,3314.0,0.5088545695423109,4764.0,697.0,4067.0,736,0.0104200586128296,0.0104200586128296
12060,"Atlanta-Sandy Springs-Alpharetta, GA",Metropolitan Statistical Area,Atlanta,GA,Georgia,13,4000,33.7489924,-84.3902644,506804,420003.0,86801.0,3733.7,17.13,27.75,9.97,1.27,5.63,16.87,54414.0,66657.0,20.17,359500.0,262400,0.5177543981499751,1153.0,1916.0,604.0,43.5,33.3,54082.0,51871.0,110153.0,85920.0,64312.0,54937.0,44239.0,25970.0,15320.0,86066.0,358596.0,62142.0,16.98,70.76,12.26,10.67,10.23,21.73,16.95,12.69,10.84,8.73,5.12,3.02,0.1368551885162537,42.63,31.96,25.649999999999995,92.46,56.48,24.28,198410.0,245674.0,1172.0,26728.0,557.0,833.0,8812.0,24618.0,0.3937016942321021,1773.0,295.0,1478.0,5272,0.0104024435481961,0.0104024435481961
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Seattle,WA,Washington,53,63000,47.6038321,-122.3300624,753655,608660.0,144995.0,8986.9,23.44,28.38,25.13,3.7,10.71,39.54,65205.0,102486.0,9.8,767000.0,470782,0.6246651319237582,1614.0,2650.0,848.0,45.7,34.7,64227.0,64922.0,160223.0,154258.0,99685.0,83485.0,66175.0,39385.0,21295.0,110672.0,552245.0,90738.0,14.68,73.28,12.04,8.52,8.61,21.26,20.47,13.23,11.08,8.78,5.23,2.83,0.1427772701019534,38.39,29.87,23.71,94.62,65.01,28.09,473154.0,54994.0,4361.0,124387.0,2819.0,1419.0,42542.0,49979.0,0.4343472652872449,5499.0,626.0,4873.0,7541,0.0100059045584518,0.0100059045584518
20420,"Durango, CO",Micropolitan Statistical Area,Durango,CO,Colorado,8,22035,37.2395367,-107.82158179169292,18588,16887.0,1701.0,1265.1,20.77,15.6,1.9,8.06,11.02,20.98,41509.0,66160.0,9.0,463700.0,10600,0.5702603830428233,1259.0,1815.0,386.0,55.3,34.5,1696.0,2381.0,3762.0,2956.0,2409.0,2141.0,1741.0,975.0,527.0,2873.0,13441.0,2274.0,15.46,72.31,12.23,9.12,12.81,20.24,15.9,12.96,11.52,9.37,5.25,2.84,0.1333279648065456,42.17,33.05,26.71,97.29,52.74,19.92,14813.0,78.0,1366.0,115.0,4.0,0.0,443.0,1769.0,0.6501314652295733,5333.0,354.0,4979.0,181,0.0097374650312029,0.0097374650312029
14500,"Boulder, CO",Metropolitan Statistical Area,Boulder,CO,Colorado,8,7850,40.0149856,-105.270545,105670,97385.0,8285.0,4019.0,34.31,20.67,8.71,9.66,8.27,26.64,48185.0,74900.0,19.19,795000.0,59896,0.566821235923157,1554.0,2368.0,689.0,48.4,28.9,5103.0,18172.0,31800.0,13577.0,9226.0,10761.0,7631.0,6743.0,2657.0,13345.0,79333.0,12992.0,12.63,75.08,12.29,4.83,17.2,30.09,12.85,8.73,10.18,7.22,6.38,2.51,0.1668818102901075,52.120000000000005,47.29,39.49,96.97,78.79,40.61,84720.0,1178.0,135.0,6133.0,83.0,387.0,3488.0,10268.0,0.6479413567112896,4092.0,322.0,3770.0,1016,0.009614838648623,0.009614838648623
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area,Portland,OR,Oregon,41,59000,45.5202471,-122.6741949,653467,583776.0,69691.0,4897.8,17.63,26.32,13.4,5.2,6.3,24.9,45035.0,76231.0,12.35,445200.0,372977,0.5707663891214093,1248.0,1972.0,687.0,53.4,37.5,64767.0,63942.0,98645.0,129208.0,98168.0,73213.0,67262.0,39780.0,18482.0,115965.0,448813.0,88689.0,17.75,68.68,13.57,9.91,9.79,15.1,19.77,15.02,11.2,10.29,6.09,2.83,0.1315014380530468,34.8,24.89,17.049999999999997,93.47,52.83,21.41,460659.0,35972.0,3938.0,53010.0,1951.0,733.0,34062.0,63142.0,0.5186592771784111,5262.0,523.0,4739.0,6059,0.0092720825994273,0.0092720825994273
39100,"Poughkeepsie-Newburgh-Middletown, NY",Metropolitan Statistical Area,Poughkeepsie,NY,New York,36,59641,41.7065539,-73.9283672,30381,32736.0,-2355.0,5906.5,15.53,26.43,9.41,0.34,9.19,18.94,28485.0,43794.0,19.43,196800.0,14467,0.476185774003489,1113.0,1954.0,821.0,34.7,37.8,3159.0,3510.0,5216.0,4193.0,4119.0,3824.0,2911.0,2218.0,1231.0,5995.0,19526.0,4860.0,19.73,64.27,16.0,10.4,11.55,17.17,13.8,13.56,12.59,9.58,7.3,4.05,0.1230313660358086,39.120000000000005,28.72,19.390000000000004,83.36,23.16,9.37,12386.0,10765.0,70.0,290.0,15.0,93.0,1786.0,4976.0,0.3221280715817609,2533.0,797.0,1736.0,279,0.0091833711859385,0.0091833711859385
37860,"Pensacola-Ferry Pass-Brent, FL",Metropolitan Statistical Area,Pensacola,FL,Florida,12,55925,30.421309,-87.2169149,52642,51923.0,719.0,2325.5,19.15,19.46,1.23,1.05,2.03,4.3100000000000005,33043.0,50493.0,17.42,182800.0,23751,0.4511796664260476,954.0,1367.0,490.0,59.6,36.9,6926.0,6536.0,7949.0,6775.0,5063.0,6658.0,6401.0,3664.0,2670.0,12745.0,30771.0,9126.0,24.21,58.45,17.34,13.16,12.42,15.1,12.87,9.62,12.65,12.16,6.96,5.07,0.1195227875189787,40.68,27.52,16.47,92.73,37.18,15.9,31580.0,14960.0,128.0,715.0,0.0,104.0,2402.0,2753.0,0.4456425719119252,3523.0,616.0,2907.0,478,0.0090802021199802,0.0090802021199802
25420,"Harrisburg-Carlisle, PA",Metropolitan Statistical Area,Harrisburg,PA,Pennsylvania,42,32800,40.2663107,-76.8861122,49209,49528.0,-319.0,6061.1,25.93,19.59,6.72,1.29,10.57,18.58,22621.0,39685.0,26.25,80800.0,22807,0.4634721290820784,856.0,1032.0,435.0,35.6,31.0,7797.0,6451.0,9423.0,6159.0,5321.0,6312.0,4560.0,1974.0,1212.0,13144.0,30971.0,5094.0,26.71,62.94,10.35,15.84,13.11,19.15,12.52,10.81,12.83,9.27,4.01,2.46,0.1335545563789397,48.1,32.26,21.39,79.65,22.13,8.15,11880.0,22973.0,57.0,2252.0,9.0,92.0,1211.0,10735.0,0.3265090423723927,2636.0,857.0,1779.0,440,0.0089414537991017,0.0089414537991017
